id,ns1:name,ns1:id,ns1:scale,ns1:href,x,y,xunits,yunits,ns1:LabelStyle,ns1:color,ns1:width,ns1:color2,ns1:BalloonStyle,id3,ns1:key,ns1:styleUrl,id4,ns1:name5,ns1:open,ns1:styleUrl6,id7,ns1:name8,ns1:longitude,ns1:latitude,ns1:altitude,ns1:heading,ns1:tilt,ns2:fovy,ns1:range,ns1:altitudeMode,ns1:styleUrl9,ns1:coordinates
1LwIyjK85npCXRou8dCOKt_6zalaSv16c,5GPLAN_Google_Earth,,,,,,,,,,,,,,,,09A2105847347F8A3FCA,RRH,1,#__managed_style_0DA1C560CD347FAAACD5,0ED97B6327347FCCDF46,2500615,0.620428594,41.61664048,169.1027793,359.1233782,0,35,478.553642,absolute,#__managed_style_0DA1C560CD347FAAACD5,"0.6200948704093734,41.61671240924075,203.9198068355926"
1LwIyjK85npCXRou8dCOKt_6zalaSv16c,5GPLAN_Google_Earth,,,,,,,,,,,,,,,,09A2105847347F8A3FCA,RRH,1,#__managed_style_0DA1C560CD347FAAACD5,014F9B8195347FCD7D72,2500410,0.619803633,41.61752378,170.8886656,359.1233738,0,35,1547.369075,absolute,#__managed_style_0DA1C560CD347FAAACD5,"0.621234208480681,41.61787721875641,185.4545410964289"
1LwIyjK85npCXRou8dCOKt_6zalaSv16c,5GPLAN_Google_Earth,,,,,,,,,,,,,,,,09A2105847347F8A3FCA,RRH,1,#__managed_style_0DA1C560CD347FAAACD5,029C3EBF28347FCDE7D0,2500973,0.619803633,41.61752378,170.8886656,359.1233738,0,35,1547.369075,absolute,#__managed_style_0DA1C560CD347FAAACD5,"0.6190965257641201,41.61837578021468,194.3288640397992"
1LwIyjK85npCXRou8dCOKt_6zalaSv16c,5GPLAN_Google_Earth,,,,,,,,,,,,,,,,09A2105847347F8A3FCA,RRH,1,#__managed_style_0DA1C560CD347FAAACD5,093C613619347FCE3745,2500428,0.619803633,41.61752378,170.8886656,359.1233738,0,35,1547.369075,absolute,#__managed_style_0DA1C560CD347FAAACD5,"0.6169199135211567,41.61789215965838,191.853939146636"
1LwIyjK85npCXRou8dCOKt_6zalaSv16c,5GPLAN_Google_Earth,,,,,,,,,,,,,,,,09A2105847347F8A3FCA,RRH,1,#__managed_style_0DA1C560CD347FAAACD5,0A89AA0F0A347FCB4337,2500003,0.620117809,41.61355658,157.8109625,359.1233893,0,35,406.1831641,absolute,#__managed_style_0DA1C560CD347FAAACD5,"0.619151259147166,41.613854655101,191.0469360018772"
1LwIyjK85npCXRou8dCOKt_6zalaSv16c,5GPLAN_Google_Earth,,,,,,,,,,,,,,,,09A2105847347F8A3FCA,RRH,1,#__managed_style_0DA1C560CD347FAAACD5,05217AFDE4347FCF3F7C,CATR9403C,0.623758753,41.61808828,207.6816862,359.1233717,0,35,1270.410854,absolute,#__managed_style_0DA1C560CD347FAAACD5,"0.6210546192166211,41.61997736138284,202.7868497605241"
1LwIyjK85npCXRou8dCOKt_6zalaSv16c,5GPLAN_Google_Earth,,,,,,,,,,,,,,,,09A2105847347F8A3FCA,RRH,1,#__managed_style_0DA1C560CD347FAAACD5,0DC6B35D8B347FD1E0E8,2500543,0.622917981,41.62251852,162.6781987,359.1233664,0,35,1020.393905,absolute,#__managed_style_0DA1C560CD347FAAACD5,"0.6246171382472965,41.62153353397901,182.8795339386309"
1LwIyjK85npCXRou8dCOKt_6zalaSv16c,5GPLAN_Google_Earth,,,,,,,,,,,,,,,,09A2105847347F8A3FCA,RRH,1,#__managed_style_0DA1C560CD347FAAACD5,03D91EBB47347FCFC5F2,2500254,0.623758753,41.61808828,207.6816862,359.1233717,0,35,1270.410854,absolute,#__managed_style_0DA1C560CD347FAAACD5,"0.6195679102044016,41.61900948479083,194.5052982496041"
1LwIyjK85npCXRou8dCOKt_6zalaSv16c,5GPLAN_Google_Earth,,,,,,,,,,,,,,,,09A2105847347F8A3FCA,RRH,1,#__managed_style_0DA1C560CD347FAAACD5,0119CF290E347FD240E2,2500179,0.622917981,41.62251852,162.6781987,359.1233664,0,35,1020.393905,absolute,#__managed_style_0DA1C560CD347FAAACD5,"0.6231129562803939,41.62268606180444,178.4626176579089"
1LwIyjK85npCXRou8dCOKt_6zalaSv16c,5GPLAN_Google_Earth,,,,,,,,,,,,,,,,09A2105847347F8A3FCA,RRH,1,#__managed_style_0DA1C560CD347FAAACD5,001D614B8A347FCE8A60,2500325,0.619803633,41.61752378,170.8886656,359.1233738,0,35,1547.369075,absolute,#__managed_style_0DA1C560CD347FAAACD5,"0.6172431431528369,41.61717375204887,196.0392170578298"
1LwIyjK85npCXRou8dCOKt_6zalaSv16c,5GPLAN_Google_Earth,,,,,,,,,,,,,,,,09A2105847347F8A3FCA,RRH,1,#__managed_style_0DA1C560CD347FAAACD5,077FDACE0E347FD2931E,CATR9414AY,0.622917981,41.62251852,162.6781987,359.1233664,0,35,1020.393905,absolute,#__managed_style_0DA1C560CD347FAAACD5,"0.6257740091520092,41.62331067833573,177.2005953441636"
1LwIyjK85npCXRou8dCOKt_6zalaSv16c,5GPLAN_Google_Earth,,,,,,,,,,,,,,,,09A2105847347F8A3FCA,RRH,1,#__managed_style_0DA1C560CD347FAAACD5,0427A8C39D347FD2DC61,CATR9404C,0.622917981,41.62251852,162.6781987,359.1233664,0,35,1020.393905,absolute,#__managed_style_0DA1C560CD347FAAACD5,"0.6210638411641867,41.62362433652046,180.5251883657739"
1LwIyjK85npCXRou8dCOKt_6zalaSv16c,5GPLAN_Google_Earth,,,,,,,,,,,,,,,,09A2105847347F8A3FCA,RRH,1,#__managed_style_0DA1C560CD347FAAACD5,0F905F0A6A347FD43F03,2500331,0.623137421,41.62273026,178.4007885,359.1233655,0,35,1413.491089,absolute,#__managed_style_0DA1C560CD347FAAACD5,"0.6179501760519046,41.62185726776128,173.6414000156523"
1LwIyjK85npCXRou8dCOKt_6zalaSv16c,5GPLAN_Google_Earth,,,,,,,,,,,,,,,,09A2105847347F8A3FCA,RRH,1,#__managed_style_0DA1C560CD347FAAACD5,0E0D7D6C0A347FD4A2FB,00754,0.620119999,41.62166702,175.750264,359.1233653,0,35,559.717423,absolute,#__managed_style_0DA1C560CD347FAAACD5,"0.6184021279354823,41.62127556590794,201.7816947944802"
1LwIyjK85npCXRou8dCOKt_6zalaSv16c,5GPLAN_Google_Earth,,,,,,,,,,,,,,,,09A2105847347F8A3FCA,RRH,1,#__managed_style_0DA1C560CD347FAAACD5,01E901B80E347FD57F6D,2500127,0.624819311,41.62569085,158.8939035,359.1233589,0,35,234.5509085,absolute,#__managed_style_0DA1C560CD347FAAACD5,"0.6252881245795927,41.62557787335988,177.9018508417963"
