id,ns1:name,ns1:id,ns1:scale,ns1:href,x,y,xunits,yunits,ns1:scale2,ns1:color,ns1:width,ns1:color3,ns1:BalloonStyle,id4,ns1:key,ns1:styleUrl,id5,ns1:name6,ns1:open,ns1:styleUrl7,id8,ns1:name9,ns1:longitude,ns1:latitude,ns1:altitude,ns1:heading,ns1:tilt,ns2:fovy,ns1:range,ns1:altitudeMode,ns1:styleUrl10,ns1:coordinates,ns1:extrude,id11,ns1:name12,ns1:styleUrl13
1LwIyjK85npCXRou8dCOKt_6zalaSv16c,,,,,,,,,,,,,,,,,09A2105847347F8A3FCA,RRH,1,#__managed_style_02770A3088348A6CBB91,0558C6A907347FC2BF6F,CATR9411Z,0.635847437,41.60989969,143.3011464,359.1234256,0,35,299.8456594,absolute,#__managed_style_02770A3088348A6CBB91,"0.6365136436276009,41.60967192023799,155.9731545742836",,09A533AB41347F8A7BCA,Work_Zone,#__managed_style_02770A3088348A6CBB91
1LwIyjK85npCXRou8dCOKt_6zalaSv16c,,,,,,,,,,,,,,,,,09A2105847347F8A3FCA,RRH,1,#__managed_style_02770A3088348A6CBB91,0EEE0FF270347FC43F30,2500406,0.631027748,41.61842871,173.0391357,359.1234184,0,35,1021.002085,absolute,#__managed_style_02770A3088348A6CBB91,"0.6331040292350165,41.61763959107632,163.7081988740198",,09A533AB41347F8A7BCA,Work_Zone,#__managed_style_02770A3088348A6CBB91
1LwIyjK85npCXRou8dCOKt_6zalaSv16c,,,,,,,,,,,,,,,,,09A2105847347F8A3FCA,RRH,1,#__managed_style_02770A3088348A6CBB91,05A311A22C347FC4A646,2500418,0.631034197,41.61843172,173.118669,359.1234183,0,35,1014.273442,absolute,#__managed_style_02770A3088348A6CBB91,"0.6320388215468409,41.61888641462638,169.0240754574976",,09A533AB41347F8A7BCA,Work_Zone,#__managed_style_02770A3088348A6CBB91
1LwIyjK85npCXRou8dCOKt_6zalaSv16c,,,,,,,,,,,,,,,,,09A2105847347F8A3FCA,RRH,1,#__managed_style_02770A3088348A6CBB91,0FDEA3AA7E347FC50DCB,CATR5644A,0.631034197,41.61843172,173.118669,359.1234183,0,35,1014.273442,absolute,#__managed_style_02770A3088348A6CBB91,"0.6296359217911096,41.61876299828523,156.247985598426",,09A533AB41347F8A7BCA,Work_Zone,#__managed_style_02770A3088348A6CBB91
1LwIyjK85npCXRou8dCOKt_6zalaSv16c,,,,,,,,,,,,,,,,,09A2105847347F8A3FCA,RRH,1,#__managed_style_02770A3088348A6CBB91,0CEB8C3959347FC181DA,14279,0.633865899,41.61011251,163.6530308,359.1234305,0,35,443.6189273,absolute,#__managed_style_02770A3088348A6CBB91,"0.6342050188587267,41.6103074925036,186.0228255889623",,09A533AB41347F8A7BCA,Work_Zone,#__managed_style_02770A3088348A6CBB91
1LwIyjK85npCXRou8dCOKt_6zalaSv16c,,,,,,,,,,,,,,,,,09A2105847347F8A3FCA,RRH,1,#__managed_style_02770A3088348A6CBB91,05B64E084B347FC59DF8,2500805,0.631034197,41.61843172,173.118669,359.1234183,0,35,1014.273442,absolute,#__managed_style_02770A3088348A6CBB91,"0.6285343009362321,41.61869467722015,173.4878444150242",,09A533AB41347F8A7BCA,Work_Zone,#__managed_style_02770A3088348A6CBB91
1LwIyjK85npCXRou8dCOKt_6zalaSv16c,,,,,,,,,,,,,,,,,09A2105847347F8A3FCA,RRH,1,#__managed_style_02770A3088348A6CBB91,050294A234347FC73573,CATR9408AY,0.628434165,41.61632326,145.5949427,359.1234145,0,35,365.2888164,absolute,#__managed_style_02770A3088348A6CBB91,"0.6279635369006975,41.61581256331507,168.9642701863953",,09A533AB41347F8A7BCA,Work_Zone,#__managed_style_02770A3088348A6CBB91
1LwIyjK85npCXRou8dCOKt_6zalaSv16c,,,,,,,,,,,,,,,,,09A2105847347F8A3FCA,RRH,1,#__managed_style_02770A3088348A6CBB91,00575EB0DC347FC8618F,2500352,0.626711041,41.61501328,170.813881,359.1234083,0,35,409.9164264,absolute,#__managed_style_02770A3088348A6CBB91,"0.6263373315600296,41.61470157822499,171.924118090791",,09A533AB41347F8A7BCA,Work_Zone,#__managed_style_02770A3088348A6CBB91
1LwIyjK85npCXRou8dCOKt_6zalaSv16c,,,,,,,,,,,,,,,,,09A2105847347F8A3FCA,RRH,1,#__managed_style_02770A3088348A6CBB91,0098517D57347FC8AB52,79977,0.626329685,41.61461348,168.2626329,359.1234071,0,35,412.4676775,absolute,#__managed_style_02770A3088348A6CBB91,"0.6257348552483299,41.61425301649395,164.8719384761382",,09A533AB41347F8A7BCA,Work_Zone,#__managed_style_02770A3088348A6CBB91
1LwIyjK85npCXRou8dCOKt_6zalaSv16c,,,,,,,,,,,,,,,,,09A2105847347F8A3FCA,RRH,1,#__managed_style_02770A3088348A6CBB91,035C606769347FC6D1F8,1B2L5302,0.629339618,41.61699685,156.880571,359.123417,0,35,354.0031565,absolute,#__managed_style_02770A3088348A6CBB91,"0.6289406987066082,41.61680562831758,170.8998675824637",,09A533AB41347F8A7BCA,Work_Zone,#__managed_style_02770A3088348A6CBB91
1LwIyjK85npCXRou8dCOKt_6zalaSv16c,,,,,,,,,,,,,,,,,09A2105847347F8A3FCA,RRH,1,#__managed_style_02770A3088348A6CBB91,0BA7B814D5347FC9683A,2500426,0.624958745,41.61377167,164.1576198,359.1234013,0,35,379.8545469,absolute,#__managed_style_02770A3088348A6CBB91,"0.625266967225524,41.61360201646474,169.8791185453638",,09A533AB41347F8A7BCA,Work_Zone,#__managed_style_02770A3088348A6CBB91
